,Source file,DateTime,Date,Time,Duration(s),Comments,Pyrite Type,Texture,Generation,Reef,Mg25,Mg25 Int2SE,Mg25 LOD,Al27,Al27 Int2SE,Al27 LOD,Si29,Si29 Int2SE,Si29 LOD,P31,P31 Int2SE,P31 LOD,S33,S33 Int2SE,S33 LOD,S34,S34 Int2SE,S34 LOD,K39,K39 Int2SE,K39 LOD,Ca43,Ca43 Int2SE,Ca43 LOD,Ti49,Ti49 Int2SE,Ti49 LOD,V51,V51 Int2SE,V51 LOD,Cr53,Cr53 Int2SE,Cr53 LOD,Mn55,Mn55 Int2SE,Mn55 LOD,Co59,Co59 Int2SE,Co59 LOD,Ni60,Ni60 Int2SE,Ni60 LOD,Cu65,Cu65 Int2SE,Cu65 LOD,Zn66,Zn66 Int2SE,Zn66 LOD,Ga71,Ga71 Int2SE,Ga71 LOD,Ge74,Ge74 Int2SE,Ge74 LOD,As75,As75 Int2SE,As75 LOD,Se77,Se77 Int2SE,Se77 LOD,Se82,Se82 Int2SE,Se82 LOD,Sr88,Sr88 Int2SE,Sr88 LOD,Zr90,Zr90 Int2SE,Zr90 LOD,Mo95,Mo95 Int2SE,Mo95 LOD,Ag107,Ag107 Int2SE,Ag107 LOD,Cd111,Cd111 Int2SE,Cd111 LOD,In115,In115 Int2SE,In115 LOD,Sn118,Sn118 Int2SE,Sn118 LOD,Sb121,Sb121 Int2SE,Sb121 LOD,Te125,Te125 Int2SE,Te125 LOD,Ba137,Ba137 Int2SE,Ba137 LOD,Ta181,Ta181 Int2SE,Ta181 LOD,W182,W182 Int2SE,W182 LOD,Pt195,Pt195 Int2SE,Pt195 LOD,Au197,Au197 Int2SE,Au197 LOD,Hg202,Hg202 Int2SE,Hg202 LOD,Tl205,Tl205 Int2SE,Tl205 LOD,Pb206,Pb206 Int2SE,Pb206 LOD,Pb207,Pb207 Int2SE,Pb207 LOD,Pb208,Pb208 Int2SE,Pb208 LOD,Bi209,Bi209 Int2SE,Bi209 LOD,Th232,Th232 Int2SE,Th232 LOD,U238,U238 Int2SE,U238 LOD,Ni61,Ni61 Int2SE,Ni61 LOD
272,CANIF-37-3.1_11.d,26/11/2015 (5) 15:38:03.00,26/11/2015 (5),0.651423611,38.264,"CANIF-37-3.1_11.d, 3:38:02 PM (38.2 sec)_quartz inclusion",Large subhedral (hydrothermal),Subhedral,Epigenetic,Holandez,NA,3.5,12.062,31,14,3.7157,32200,3200,459.81,1.02,0.46,0.38329,586000,27000,1897.1,562000,23000,426.45,42,16,0.59615,NA,230,605.99,28,12,2.2866,0.065,0.062,0,1.72,0.74,0.55975,NA,0.72,1.2852,1409,77,0.02354,1067,53,1.7883,3.1,2,0.59726,0.45,0.32,0.4176,NA,0.053,0.28659,0.43,0.2,0.31858,5950,290,1.3322,34.1,3.9,1.596,30.6,4,7.0467,0.029,0.033,0,NA,0.0023,0.11317,NA,0.0022,0,NA,0.012,0,NA,0.18,1.158,NA,0.0054,0.045762,NA,0.34,0.59247,3.31,0.77,0.41107,1.37,0.55,1.1893,0.06,0.084,0,0,1,0,0,1,0,NA,0.0018,0,0.061,0.042,0.048206,NA,0.19,0.40617,NA,0.0011,0,16.8,5,0,10.6,3.2,0,6.6,2.1,0.13245,3.31,0.8,0,NA,8.50E-05,0.045312,0,1,0,NA,NA,NA
273,CANIF-37-3.1_12.d,26/11/2015 (5) 15:39:50.62,26/11/2015 (5),0.652669213,38.038,"CANIF-37-3.1_12.d, 3:39:50 PM (38.0 sec)",Large subhedral (hydrothermal),Subhedral,Epigenetic,Holandez,NA,3.2,7.8492,NA,1.1,3.4767,NA,110,2140.1,1.28,0.39,0.28877,577000,23000,36071,558000,21000,44846,9,11,0.78838,NA,190,703.57,7.6,2.2,1.4625,NA,0.023,0.11533,NA,0.28,0.96785,NA,0.65,1.1726,668,26,83.038,130.6,6.2,50.261,NA,0.21,0.44477,NA,0.13,0.42531,NA,0.036,0.056675,0.47,0.21,0.4655,643,25,171.52,32.3,4.3,3.802,34.6,5.1,5.8909,NA,0.0011,0.040459,NA,0.0022,0.21262,NA,0.002,0.09609,NA,0.00092,0,NA,0.013,1.2383,NA,0.00036,0.039005,NA,0.24,0.81282,NA,0.18,0.49501,NA,0.39,1.1316,0,1,0,NA,1,0.029158,0,1,0,NA,0.0017,0,NA,0.00041,0.045282,NA,0.16,0.41905,NA,0.001,0,NA,0.0025,0,NA,0.0027,0.22029,NA,0.0015,0,NA,0.0015,0.28626,NA,7.90E-05,0.038529,NA,1,0.06447,NA,NA,NA
274,CANIF-37-3.1_13.d,26/11/2015 (5) 15:42:22.11,26/11/2015 (5),0.654422569,37.915,"CANIF-37-3.1_13.d, 3:42:20 PM (37.9 sec)",Inclusion-bearing (core),Inclusion-bearing,Detrital,Holandez,950,130,6.9709,198,30,3.6271,2210,260,304.48,2.9,1.2,0.21369,518000,27000,33574,489000,23000,32728,73,25,0.46908,NA,210,567.51,15.3,3.2,3.0601,0.67,0.18,0.097989,7.7,1.6,0.61693,8.2,3,0.69312,307,31,38.771,211,12,7.8725,5.96,0.79,0.32572,9,3.3,0.58108,NA,0.059,0.10344,NA,0.15,0.41737,492,59,13.452,21.7,3,4.3916,26.6,3.5,3.9058,9.2,4,0.032602,NA,0.0026,0.18909,NA,0.042,0.079445,0.39,0.11,0.02363,NA,0.071,0.67656,NA,0.00044,0.032223,NA,0.22,0.49305,5.02,0.71,0.36593,4.86,0.97,1.524,7.6,3,0,0,1,0,0,1,0,NA,0.0022,0,0.5,0.19,0.016876,0.29,0.14,0.25671,0.62,0.16,0,224,57,0.23887,143,39,0,104,26,6.6987,30.4,3.2,0,0.00096,0.00011,0,0,1,0,NA,NA,NA
275,CANIF-37-3.1_14.d,26/11/2015 (5) 15:44:05.30,26/11/2015 (5),0.655616898,39.358,"CANIF-37-3.1_14.d, 3:44:04 PM (39.3 sec)",Pyrite rim (overgrowth),Overgrowth,Epigenetic,Holandez,NA,3,9.6676,NA,1.6,3.9869,NA,99,310.79,0.69,0.31,0.1823,531000,23000,2167.9,502000,19000,399.93,NA,8.3,0.66735,NA,150,828.14,9.2,2.3,1.3456,NA,0.011,0.17246,NA,0.28,0.3338,NA,0.41,0.81865,723,72,0.030961,152.6,9.8,1.2567,NA,0.18,0.68699,NA,0.15,2.3175,NA,0.0026,0.19027,NA,0.17,0.37367,1610,140,1.1637,20.9,2.9,1.801,22.6,3,3.895,NA,0.001,0.071379,NA,0.0019,0.19425,NA,0.0018,0,NA,0.0059,0,NA,0.084,0,NA,0.0031,0,NA,0.2,0.34114,NA,0.15,0.24712,NA,0.44,1.2046,NA,1,1.3509,NA,1,0.053291,0,1,0,NA,0.0016,0.040411,0.12,0.055,0,NA,0.14,0.26813,NA,0.00093,0.082138,1.03,0.36,0.19147,0.42,0.22,0,0.35,0.16,0.043726,0.49,0.14,0.076525,NA,8.40E-05,0.070415,0,1,0,NA,NA,NA
276,CANIF-37-3.1_15.d,26/11/2015 (5) 15:46:33.12,26/11/2015 (5),0.657327778,37.729,"CANIF-37-3.1_15.d, 3:46:31 PM (37.7 sec)",Subhedral (hydrothermal),Subhedral,Epigenetic,Holandez,NA,2.1,7.3695,NA,1.2,3.1228,NA,69,299.06,1.01,0.27,0.23848,451000,15000,1223,422000,11000,313.23,3.3,9.3,0.45852,NA,140,399.01,7.7,2.4,0,NA,0.021,0.067301,NA,0.1,0.55982,2.41,0.47,1.0852,7.17,0.78,0.053343,439,16,1.2029,0.79,0.29,0.63678,0.54,0.25,0,NA,0.022,0.23577,0.29,0.15,0.25709,8.1,1.4,1.0135,2.03,0.75,0.51442,NA,1.7,4.7892,NA,0.00076,0,NA,0.0016,0.073282,NA,0.0015,0,0.002,0.01,0,NA,0.16,1.0646,0.0023,0.008,0,NA,0.19,0.36611,63.8,2.3,0.34619,NA,0.3,0.9309,0,1,0,0,1,0,0.007,0.013,0,NA,0.0013,0.033823,0.069,0.034,0.031275,NA,0.12,0.23094,1.67,0.21,0.047547,9.8,1.3,0.1603,10.9,0.97,0,10.4,0.94,0.050928,0.53,0.17,0,0.000874,6.70E-05,0,0,1,0,NA,NA,NA
277,CANIF-37-3.1_16.d,26/11/2015 (5) 15:48:19.26,26/11/2015 (5),0.65855625,38.461,"CANIF-37-3.1_16.d, 3:48:18 PM (38.4 sec)",Rounded massive (relict),Rounded,Detrital,Holandez,145,24,8.9862,1980,370,4.4146,3710,810,304.65,0.87,0.38,0.26174,556000,30000,41685,521000,25000,36509,760,160,0.46463,NA,200,555,75,24,1.5089,4.4,1.1,0.12437,57,12,0.40614,2.29,0.92,0.78329,661,74,0.43277,350,21,29.998,48,11,0.51444,0.85,0.42,0.56406,0.53,0.19,0.053139,NA,0.13,0.34041,1980,160,1.386,12.9,2.1,2.0254,16.3,3.2,5.8431,4.5,1.5,0.077528,0.34,0.2,0,NA,0.0027,0,0.4,0.11,0.026834,NA,0.017,0.74485,NA,0.00048,0.043568,NA,0.23,0.39477,56.9,3.8,6.3899,13.7,1.5,1.4278,4.9,1.2,0,0,1,0,0,1,0,NA,0.0024,0,0.49,0.11,0,NA,0.16,0.32203,0.38,0.11,0.18282,107.3,7.7,0.72345,61,4.3,1.4508,44.3,3.2,2.3598,52,3.5,0.032715,0.043,0.043,0.035495,0.115,0.085,0.029695,NA,NA,NA
278,CANIF-37-3.1_17.d,26/11/2015 (5) 17:31:00.94,26/11/2015 (5),0.729871991,16.002,"CANIF-37-3.1_17.d, 5:31:00 PM (16.0 sec)_quartz inclusion",NA,NA,NA,Holandez,NA,270,39.433,NA,33,20.173,NA,3400,1430.1,NA,0.71,0.23872,4.00E+05,33000,2458.3,399000,36000,1047,NA,9600,9.3449,NA,2100,3608.7,NA,5.6,9.1486,NA,0.071,1.1347,NA,1.2,2.0462,NA,2,1.5221,570,110,0.093376,339,51,4.1975,11.9,4,3.4972,NA,0.68,1.7372,0.13,0.14,0.047099,NA,0.41,1.3069,1700,290,1.1589,11.7,5.7,6.0287,16.2,6.7,6.4421,NA,0.0064,0.88675,0.28,0.29,0,0,1,0,0.61,0.45,0,NA,0.029,2.3431,0.014,0.022,0,NA,0.83,1.8122,4.3,1.6,0.8619,NA,6.3,5.2256,NA,1,2.799,0,1,0,0,1,0,NA,0.0047,0.49412,0.29,0.17,0.14762,NA,0.36,1.0516,0.56,0.36,0,33.2,7.5,0.26927,21.1,6,0.31713,18,3.4,0.13829,1.1,0.26,0.014729,NA,0.96,0,NA,1.5,0,NA,NA,NA
279,CANIF-37-3.1_18.d,26/11/2015 (5) 17:32:51.43,26/11/2015 (5),0.73115081,39.794,"CANIF-37-3.1_18.d, 5:32:50 PM (39.8 sec)",Detrital in quartz pebble,Rounded,Epigenetic,Holandez,170,200,54.272,NA,120,24.878,NA,13000,6715.2,NA,0.79,0.30101,495000,41000,4051.2,481000,37000,1195.7,NA,610,10.571,NA,4100,5021.9,11.9,5.4,0,0.68,0.8,0,NA,0.76,4.0264,NA,2.3,1.6365,202,30,0.28889,572,41,5.6563,39.7,6,4.0588,2.6,1.7,1.5597,NA,0.064,0.052826,NA,0.61,2.1022,3450,370,1.699,NA,2.8,5.3592,NA,6.6,9.5275,NA,1.6,0.50173,0.022,0.044,0,9.5,2.4,0.40983,2.32,0.82,0.49844,NA,1.3,4.2613,NA,0.00068,0.080933,NA,1.2,1.751,40,3.1,1.6249,NA,23,8.3283,0,1,0,0,1,0,0,1,0,NA,0.031,0,2.42,0.57,0.092083,NA,0.42,1.0689,57.2,6.9,0.11115,273,32,0,208,26,0.7913,141,16,0.17253,5.25,0.46,0.027849,0,1,0,NA,0.23,0,NA,NA,NA
280,CANIF-37-3.1_19.d,26/11/2015 (5) 17:35:45.26,26/11/2015 (5),0.733162731,6.6385,"CANIF-37-3.1_19.d, 5:35:26 PM (6.6 sec)_quartz ablation - descartar",NA,NA,NA,Holandez,90,110,76.454,NA,170,38.157,NA,140000,2729.1,NA,1.4,0.31248,342000,40000,26495,378000,47000,29984,490,580,11.174,90000,16000,5504.5,6.4,8.1,2.7632,4.7,1.2,0.96761,NA,0.1,3.2981,NA,2.5,2.329,960,110,31.048,800,93,12.183,6.8,6.9,3.4387,NA,0.87,2.4188,NA,0.0031,0.053662,NA,1.1,1.1234,2140,230,38.005,40,15,4.3399,18,14,11.256,0.0467,0.009,0,0,1,0,NA,1,0.87197,NA,0.0042,0.26513,NA,0.056,7.4975,NA,0.00022,0.1901,NA,0.57,2.8199,2.3,1.7,1.3998,NA,16,11.057,0,1,0,0,1,0,0,1,0,NA,0.0037,0.42981,NA,0.18,0.13636,NA,0.88,1.1249,NA,1,0.63607,2.6,2,1.8113,NA,0.82,1.2627,NA,0.8,2.2044,0.111,0.082,0.078766,0,1,0,0,1,0,NA,NA,NA
281,CANIF-37-3.1_20.1.d,26/11/2015 (5) 17:38:12.88,26/11/2015 (5),0.734871296,34.72,"CANIF-37-3.1_20.1., 5:38:11 PM (34.7 sec)",Detrital in quartz pebble,Rounded,Epigenetic,Holandez,NA,31,45.098,38,22,21.163,8400,4100,2693.2,0.88,0.71,0.15004,461000,37000,3410.2,447000,36000,1029.1,NA,130,6.7076,NA,5300,2759.6,5.5,3.2,0,NA,0.16,1.0294,NA,0.42,4.1292,1.6,2.1,1.421,66,20,0.20875,6100,630,4.0729,3700,2200,1.0355,1.4,1,1.127,0.093,0.084,0.053584,2.7,1,1.474,10.5,5.5,1.5351,257,27,3.9531,231,18,8.8844,NA,0.28,0.72508,NA,1,0.39032,NA,1,0.70623,1.04,0.61,0,NA,0.42,3.3083,NA,0.00019,0.1628,NA,0.76,1.8634,18,11,1.0936,NA,2800,9.4586,0,1,0,0,1,0,0,1,0,NA,0.0059,0.12241,0.46,0.24,0.066538,NA,0.34,0.78635,NA,1,0.11179,14.6,5.9,0.33789,7.6,3.1,0.6818,3.7,1.6,0.24933,1.56,0.87,0.014659,0,1,0,0,1,0,NA,NA,NA
282,CANIF37_4-1.d,11/06/2015 (5) 16:20:55.31,11/06/2015 (5),0.681195718,38.868,"CANIF37_4-1.d, 4:20:54 PM (38.8 sec)",Sub-rounded massive (detrital),Rounded,Detrital,Holandez,NA,1.1,8.5207,NA,0.81,2.9844,1720,170,966.75,1.23,0.35,0.18403,606000,38000,1021.4,NA,NA,NA,23.7,6.1,0.28064,NA,200,1111,23.1,2.9,1.017,NA,0.025,0.045634,NA,0.13,0.21982,NA,0.17,0.35771,92,14,0.1071,79.5,8,0.29348,0.41,0.12,0.28828,0.67,0.3,0.3861,NA,0.02,0.077718,0.314,0.062,0.17844,392,27,0.62218,35.3,3.5,1.1703,33.5,3.3,2.6198,0.027,0.02,0,NA,0.001,0,NA,0.001,0,NA,0.00073,0.023598,NA,0.068,0.32875,NA,0.0043,0.02648,NA,0.13,0.25322,NA,0.057,0.10826,2.68,0.62,2.5107,NA,0.0066,0,NA,0.00016,0.044842,NA,0.0053,0,NA,0.012,0.031377,NA,0.0071,0.016891,0.156,0.049,0.07618,NA,0.0066,0.046344,0.43,0.17,0,0.28,0.11,0.068026,0.296,0.092,0.034129,0.1,0.036,0.0097391,NA,0.00043,0,NA,0.00035,0,NA,NA,NA
283,CANIF47_4-2.d,11/06/2015 (5) 16:28:47.85,11/06/2015 (5),0.686664931,38.012,"CANIF47_4-2.d, 4:28:46 PM (38.0 sec)_high Mg + Tl",Rounded inclusion-bearing,Inclusion-bearing,Detrital,Holandez,3800,340,45.223,453,49,96.467,13180,960,1414.2,3.19,0.39,0.11731,491000,26000,1732.1,NA,NA,NA,56.7,8.3,0.20989,8500,1700,3135,36.4,3.9,3.9489,2.89,0.31,0.15378,7.3,1,0.37684,17.9,2.1,1.9187,427,33,0.42624,134,11,16.752,32.7,1.9,1.3131,NA,0.34,312,0.121,0.034,0.061919,NA,0.047,0.090754,645,49,0.61003,3.21,0.78,0.71549,2.9,1.3,2.1421,5.8,1,0.010757,0.2,0.11,0.039773,NA,0.04,0.093611,0.235,0.06,0.08711,NA,0.15,1.3248,NA,0.0057,0.064945,NA,0.12,0.26421,14.97,0.94,0.29584,66.7,5.9,3.3192,1.23,0.46,0.15686,NA,0.00016,0.023741,NA,0.054,0.14584,NA,0.0065,1.1391,1.08,0.1,0.86183,0.479,0.05,0.36983,26,2.1,0.0268,140,11,56.222,157,14,65.951,134,12,60.008,36,3.4,0.067482,NA,0.00035,0.090191,0.058,0.037,0.039323,NA,NA,NA
284,CANIF47_4-3.d,11/06/2015 (5) 16:30:38.66,11/06/2015 (5),0.687947454,37.503,"CANIF47_4-3.d, 4:30:38 PM (37.5 sec)",Rounded massive (detrital),Rounded,Detrital,Holandez,NA,1.4,1375.5,260,140,83.231,NA,290,3620.6,1.04,0.26,0.28131,589000,33000,46391,NA,NA,NA,28.6,8.5,0.23733,NA,270,10714,24.4,2.8,1.3833,0.48,0.21,0.23376,NA,0.27,1.3077,NA,0.23,2.1614,576,73,35.956,313,30,12.675,NA,0.16,3.0185,NA,0.2,0.43088,0.083,0.042,0.036187,0.98,0.12,0.15218,85.5,7.2,14.122,118.6,7.8,1.2074,113.5,7.3,2.7613,NA,0.72,1.9958,31,17,0,NA,0.021,0.024435,NA,0.01,0.030016,NA,0.16,0.62057,NA,0.0041,0,NA,0.096,0.26963,NA,0.11,1.4132,NA,0.33,24.618,NA,0.11,0.11806,0.014,0.013,0.012382,NA,0.027,0.23541,NA,0.006,0.018328,NA,0.032,0.12387,0.272,0.053,0.10834,NA,0.012,0.76535,NA,0.58,11.363,NA,0.51,14.703,NA,0.37,12.084,NA,0.098,3.3323,0.41,0.15,0,0.26,0.14,0.04103,NA,NA,NA
285,CANIF47_4-4.d,11/06/2015 (5) 16:32:24.20,11/06/2015 (5),0.689168981,38.693,"CANIF47_4-4.d, 4:32:22 PM (38.7 sec)_As zoned",Rounded inclusion-bearing,Inclusion-bearing,Detrital,Holandez,17.1,6.9,8.9061,NA,12,1014.8,21000,3100,2171.9,3.27,0.33,0.13714,484000,23000,46825,NA,NA,NA,27,10,0.24242,NA,140,2008.6,16.6,1.8,2.5255,NA,0.085,0.37254,2.12,0.87,0.38996,1.61,0.24,0.4231,288,41,50.128,789,55,15.581,1.09,0.23,0.27435,1.3,0.28,0.27426,0.037,0.021,0.032299,0.169,0.061,0.085131,260,110,5.5363,NA,1.2,6.0287,6,1.5,5.7459,NA,0.059,1.1638,NA,0.00092,0.80433,0.04,0.03,0,NA,0.00067,0.014235,NA,0.092,0.27755,NA,0.0041,0.017067,NA,0.092,0.25698,1.08,0.15,0.094786,7.04,0.82,4.6508,0.73,0.28,0.11209,NA,0.00014,0.041606,1.81,0.27,0,0.018,0.011,0.015134,NA,0.021,0.38233,0.269,0.045,0.083011,0.86,0.1,0.033546,9.67,0.97,0.11174,8.34,0.91,0.29605,6.18,0.64,0.16553,3.71,0.37,0.073401,NA,0.00036,0.09832,NA,0.0031,0,NA,NA,NA
286,CANIF47_4-5.d,11/06/2015 (5) 16:34:11.42,11/06/2015 (5),0.690409954,38.271,"CANIF47_4-5.d, 4:34:10 PM (38.2 sec)_rutile inclusion",Rounded inclusion-bearing,Inclusion-bearing,Detrital,Holandez,118,41,5.845,83,32,2.6811,2280,320,727.78,0.7,0.22,0.11008,498000,26000,912.16,NA,NA,NA,14.6,5,0.20109,NA,230,905.34,800,200,0.58854,10.2,3.8,0.026125,8.4,1.9,0.2236,1,0.31,0.26838,690,100,0.087071,706,80,0.18428,37,27,0.22826,0.49,0.17,0.29426,0.098,0.037,0.035878,0.101,0.045,0.084114,276,23,0.57755,8.4,1.2,0.4169,7.7,1.2,1.8548,1.28,0.45,0,31,11,0.015459,NA,0.00067,0.058734,NA,0.013,0.049248,NA,0.074,0.29918,NA,0.0048,0.020329,0.29,0.1,0.27579,0.88,0.16,0.082517,9.6,1.5,1.6325,NA,0.048,0,0.162,0.043,0.010199,0.93,0.25,0,NA,0.011,0.017546,0.76,0.47,0.013647,0.101,0.04,0.07559,NA,0.0039,0.022481,11.2,1.6,0.044369,8.9,1.3,0,6.52,0.89,0.028945,3.7,0.4,0.015499,0.011,0.012,0,0.54,0.18,0,NA,NA,NA
287,CANIF47_4-6.d,11/06/2015 (5) 16:36:04.76,11/06/2015 (5),0.691721759,40.134,"CANIF47_4-6.d, 4:36:03 PM (40.1 sec)",Sub-rounded massive (detrital),Rounded,Detrital,Holandez,NA,0.93,5.0848,NA,0.5,3.8244,1500,110,939.07,0.99,0.22,0.12433,484000,20000,830.47,NA,NA,NA,28.4,5.7,0.2234,NA,110,1232.9,16,1.9,1.2817,0.047,0.021,0.022541,NA,0.099,0.12542,0.61,0.17,0.4211,77.4,5.5,0.061686,126.8,5.1,0.22893,1.72,0.19,0.24922,0.93,0.23,0.18575,NA,0.015,0.047647,NA,0.038,0.11517,111.9,5.7,0.61578,1.18,0.42,0.74542,NA,0.85,1.488,NA,0.0045,0.011146,NA,0.0066,0.025045,0.102,0.043,0.048352,0.011,0.011,0,NA,0.099,0.52997,NA,0.0049,0.026456,NA,0.1,0.36046,24.2,1.5,0.096532,NA,0.61,2.5125,NA,0.0054,0.22779,NA,0.00012,0,0.362,0.062,0.1119,NA,0.005,0.023804,0.091,0.02,0.013124,0.164,0.036,0.10329,2.06,0.18,0.039212,18.35,0.91,0.056472,18.8,0.73,0.071442,15.04,0.63,0.029255,1.16,0.15,0.019445,NA,0.00038,0.091119,NA,0.0023,0,NA,NA,NA
288,CANIF47_4-7.d,11/06/2015 (5) 16:37:56.43,11/06/2015 (5),0.693014236,37.824,"CANIF47_4-7.d, 4:37:56 PM (37.8 sec)_As-Co-Ni zoned",Subhedral (hydrothermal),Subhedral,Epigenetic,Holandez,NA,0.92,11.358,NA,0.44,3.6462,1770,210,861.3,1.08,0.28,0.15622,599000,40000,1157.1,NA,NA,NA,22.3,8.2,0.22617,NA,170,1208.3,20.9,2.7,1.1405,NA,0.019,0.035071,NA,0.21,0.31347,0.37,0.17,0.31198,2020,670,0.092553,550,100,0.16809,0.58,0.17,0.25265,0.63,0.23,0.25152,NA,0.022,0.053318,0.124,0.074,0.11444,5800,1900,0.70569,15.7,4.6,0.51978,15,4.2,2.0455,NA,0.016,0.025427,NA,0.0011,0.037163,NA,0.00098,0.055348,NA,0.00077,0.014796,NA,0.12,0.38495,NA,0.0059,0.015272,NA,0.12,0.26462,0.41,0.19,0.14437,6.1,3,3.1479,NA,0.0073,0,NA,0.00017,0.01231,NA,0.0049,0.072602,NA,0.016,0.013292,0.081,0.042,0.014243,0.19,0.042,0.11875,NA,0.0099,0.023708,0.97,0.57,0,0.89,0.47,0.02551,0.67,0.41,0.040758,2.4,1.2,0.01691,NA,0.00047,0.046798,0.47,0.39,0.040867,NA,NA,NA
289,CANIF-37.4.2-1.d,11/06/2015 (5) 11:09:02.05,11/06/2015 (5),0.46460706,38.009,"CANIF-37.4.2-1.d, 11:09:01 AM (38.0 sec)",Large subhedral (hydrothermal),Subhedral,Epigenetic,Holandez,NA,6.3,54.655,NA,37,443.21,NA,280,38096,1.28,0.47,0.075006,602000,29000,25514,NA,NA,NA,NA,4.8,0.21864,NA,110,1015.4,39.9,2.7,5.9186,0.114,0.039,0.018302,NA,0.11,0.55152,0.65,0.23,0.18367,57.4,7.3,8.1304,336,18,4.3003,2.22,0.47,0.60502,1.18,0.27,0.36765,0.029,0.014,0.014591,NA,0.047,0.14822,147,30,3.0193,2.44,0.85,0.86672,NA,0.98,2.328,NA,0.081,0.22921,NA,5.00E-04,0.056586,0.15,0.069,0,0.198,0.067,0.016949,NA,0.092,0.38258,NA,0.00098,0.014308,NA,0.11,0.27424,2.23,0.91,0.23256,7.4,3.1,3.6786,0.02,0.044,0,NA,0.00022,0.03788,0.163,0.053,0.079288,NA,0.0048,0.028403,0.74,0.32,0.038306,0.0382,0.0082,0.013421,3.79,0.49,0.026767,25.1,5.4,3.3938,27.8,3.8,2.62,24.5,2.5,1.7989,3.4,1.1,0.49704,NA,0.00046,0.309,NA,0.00049,0.043113,NA,NA,NA
290,CANIF-37.4.2-2.d,11/06/2015 (5) 11:10:54.18,11/06/2015 (5),0.465904861,38.091,"CANIF-37.4.2-2.d, 11:10:53 AM (38.0 sec)",Large subhedral (hydrothermal),Subhedral,Epigenetic,Holandez,NA,1.6,7.388,NA,0.87,88.8,3970,780,1497.9,1.92,0.58,0.08072,603000,29000,34656,NA,NA,NA,NA,4.8,0.15477,NA,120,1236.5,38.6,3.3,2.2641,0.116,0.038,0.018784,NA,0.11,0.29324,0.25,0.1,0.22668,86,35,15.227,184,28,25.764,NA,0.4,0.50039,1.25,0.25,0.41817,NA,0.013,0.026972,NA,0.049,0.13984,270,130,4.6243,2.15,0.87,0.68202,NA,1.3,1.5967,NA,0.019,0.020453,27,13,0.016321,0.191,0.084,0.11851,0.034,0.023,0.017362,NA,0.18,0.46739,NA,0.0047,0.017918,0.21,0.12,0.17826,1.59,0.5,0.30884,6,2.2,4.0971,NA,0.0013,0,NA,0.00025,0.061464,0.099,0.062,0.058401,NA,0.0094,0.02211,0.37,0.12,0.016931,0.0194,0.0075,0.017077,1.23,0.14,0.14103,15.1,3.1,1.6154,13.4,1.9,1.9161,11.6,1.5,1.3831,2.84,0.89,0.21858,0.23,0.15,0.10539,3.6,1.9,0,NA,NA,NA
291,CANIF-37.4.2-3.d,11/06/2015 (5) 11:12:56.11,11/06/2015 (5),0.467316088,38.499,"CANIF-37.4.2-3.d, 11:12:55 AM (38.5 sec)_fuchsite inclusion",Subhedral (hydrothermal),Subhedral,Epigenetic,Holandez,NA,6.4,12.887,650,480,4.6484,3280,540,1224.8,2.4,1.7,0.096698,702000,37000,850.88,NA,NA,NA,87,61,0.22295,NA,170,1351.1,45.7,4,0.83327,1.43,0.94,0.03436,8.2,6.2,0.46281,0.37,0.12,0.29824,16,12,0.088304,391,25,0.14482,NA,0.56,0.51352,1.13,0.33,0.42428,0.16,0.14,0.025951,2.07,0.19,0.18344,33,18,0.57288,170,11,0.65107,141.5,9,1.9058,1.01,0.82,0.02582,NA,0.00066,0,NA,0.0017,0,NA,0.019,0.034693,NA,0.17,0.61223,NA,0.0044,0.014774,NA,0.12,0.27214,NA,0.11,0.14053,NA,0.73,2.7868,0.69,0.48,0.11074,NA,0.00027,0.024324,NA,0.00093,0.16159,NA,0.0079,0.02007,0.097,0.045,0.023651,0.0226,0.0079,0.015251,NA,0.0081,0.053414,11.7,9.3,0.065692,2.9,2.2,0.12615,1.5,1.1,0.066696,0.22,0.14,0.043548,6,6.3,0,12,14,0,NA,NA,NA
292,CANIF-37.4.2-4.d,11/06/2015 (5) 11:26:28.62,11/06/2015 (5),0.476720139,38.896,"CANIF-37.4.2-4.d, 11:26:28 AM (38.9 sec)",Rounded massive (detrital),Rounded,Detrital,Holandez,NA,1.4,10.043,NA,0.61,2.6307,3010,280,774.72,0.87,0.42,0.082226,573000,22000,876.03,NA,NA,NA,NA,4.4,0.22406,NA,180,2343.8,34.6,2.4,0.67093,0.11,0.035,0.022675,NA,0.064,0.26932,NA,0.12,0.30526,552,26,0.068022,71.4,3.5,0.1567,1.17,0.46,0.5463,1.06,0.22,0.34785,NA,0.0084,0.037335,0.157,0.058,0.10839,93.5,9.4,0.59129,21.1,1.9,0.99868,18.6,2.3,1.9174,0.025,0.02,0,NA,0.00053,0,NA,0.0091,0,0.135,0.039,0.026902,NA,0.16,0.53574,NA,0.00033,0.022005,NA,0.1,0.24008,0.55,0.1,0.12662,NA,0.69,3.7525,NA,0.0013,0,NA,0.00016,0.014857,NA,0.013,0.1369,NA,0.0025,0.029395,0.05,0.017,0.037544,0.063,0.012,0.021663,0.513,0.072,0.031412,5.71,0.44,0.11946,5.4,0.43,0.066818,4.29,0.23,0.053633,1.02,0.11,0.036299,NA,0.00034,0,NA,0.00036,0.047704,NA,NA,NA
